1075.000000000000000000000000000000000000000000000,-56759.999999999985448084771633148193359375000000000,1780199.999999999068677425384521484375000000000000000,-37532549.999999977648258209228515625000000000000000000,569917336.153846144676208496093750000000000000000000000,-6513340984.615383148193359375000000000000000000000000000,57751623396.923057556152343750000000000000000000000000000,-406066102009.615356445312500000000000000000000000000000000,2301041244721.153320312500000000000000000000000000000000000,-10635923975600.000000000000000000000000000000000000000000000,40457222777999.992187500000000000000000000000000000000000000,-127440251750700.000000000000000000000000000000000000000000000,333772087918500.000000000000000000000000000000000000000000000,-728230010003999.875000000000000000000000000000000000000000000,1323478887746399.500000000000000000000000000000000000000000000,-1999004570033624.500000000000000000000000000000000000000000000,2497579827500834.000000000000000000000000000000000000000000000,-2561620335898291.000000000000000000000000000000000000000000000,2132186907268168.500000000000000000000000000000000000000000000,-1416381302685283.250000000000000000000000000000000000000000000,732611018630319.000000000000000000000000000000000000000000000,-284164273892972.250000000000000000000000000000000000000000000,77716736899199.968750000000000000000000000000000000000000000,-13357564154549.996093750000000000000000000000000000000000000,1084796119217.999511718750000000000000000000000000000000000
-56759.999999999970896169543266296386718750000000000,4029960.000000000000000000000000000000000000000000000,-142594020.000000000000000000000000000000000000000000000,3211284978.000000476837158203125000000000000000000000000,-50836626384.923095703125000000000000000000000000000000000,597924702387.692382812500000000000000000000000000000000000,-5414214693461.539062500000000000000000000000000000000000000,38684563984782.703125000000000000000000000000000000000000000,-222004459290697.000000000000000000000000000000000000000000000,1036712516967120.000000000000000000000000000000000000000000000,-3976944999077400.000000000000000000000000000000000000000000000,12616584923319302.000000000000000000000000000000000000000000000,-33243699956682612.000000000000000000000000000000000000000000000,72910388601600512.000000000000000000000000000000000000000000000,-133108889135094224.000000000000000000000000000000000000000000000,201852426171748352.000000000000000000000000000000000000000000000,-253088089186751360.000000000000000000000000000000000000000000000,260395448250208608.000000000000000000000000000000000000000000000,-217355133326917248.000000000000000000000000000000000000000000000,144754169134436032.000000000000000000000000000000000000000000000,-75046008708422176.000000000000000000000000000000000000000000000,29170080463535120.000000000000000000000000000000000000000000000,-7993166390082722.000000000000000000000000000000000000000000000,1376256549971595.750000000000000000000000000000000000000000000,-111950959503297.609375000000000000000000000000000000000000000
1780199.999999998603016138076782226562500000000000000,-142594019.999999970197677612304687500000000000000000000,5397423983.999997138977050781250000000000000000000000000,-126873803681.999954223632812500000000000000000000000000000,2068862103038.769531250000000000000000000000000000000000000,-24866899665923.070312500000000000000000000000000000000000000,228932685292984.531250000000000000000000000000000000000000000,-1657250264957707.500000000000000000000000000000000000000000000,9611831898620456.000000000000000000000000000000000000000000000,-45278947898230800.000000000000000000000000000000000000000000000,174973810585506496.000000000000000000000000000000000000000000000,-558570623423318080.000000000000000000000000000000000000000000000,1479734251127728128.000000000000000000000000000000000000000000000,-3260617099442460672.000000000000000000000000000000000000000000000,5977318291797319680.000000000000000000000000000000000000000000000,-9097405659038963712.000000000000000000000000000000000000000000000,11443743467610812416.000000000000000000000000000000000000000000000,-11808577280045690880.000000000000000000000000000000000000000000000,9882756095850383360.000000000000000000000000000000000000000000000,-6597459626511768576.000000000000000000000000000000000000000000000,3427823514110360576.000000000000000000000000000000000000000000000,-1335036611733418240.000000000000000000000000000000000000000000000,366495344401456960.000000000000000000000000000000000000000000000,-63209266190897320.000000000000000000000000000000000000000000000,5149744137151689.000000000000000000000000000000000000000000000
-37532549.999999992549419403076171875000000000000000000,3211284978.000000476837158203125000000000000000000000000,-126873803681.999954223632812500000000000000000000000000000,3072938906843.998046875000000000000000000000000000000000000,-51225724493515.390625000000000000000000000000000000000000000,626209995841961.500000000000000000000000000000000000000000000,-5842687769080712.000000000000000000000000000000000000000000000,42756227091846136.000000000000000000000000000000000000000000000,-250212453052037504.000000000000000000000000000000000000000000000,1187600085274297600.000000000000000000000000000000000000000000000,-4618862282731544576.000000000000000000000000000000000000000000000,14826704745280638976.000000000000000000000000000000000000000000000,-39468022036463730688.000000000000000000000000000000000000000000000,87337980143061598208.000000000000000000000000000000000000000000000,-160709436661358329856.000000000000000000000000000000000000000000000,245418978763182211072.000000000000000000000000000000000000000000000,-309645840944516562944.000000000000000000000000000000000000000000000,320386347561370255360.000000000000000000000000000000000000000000000,-268796897919858311168.000000000000000000000000000000000000000000000,179844727339222564864.000000000000000000000000000000000000000000000,-93633522744597233664.000000000000000000000000000000000000000000000,36536362251251707904.000000000000000000000000000000000000000000000,-10047444891715373056.000000000000000000000000000000000000000000000,1735665536583702016.000000000000000000000000000000000000000000000,-141617963771671472.000000000000000000000000000000000000000000000
569917336.153846144676208496093750000000000000000000000,-50836626384.923110961914062500000000000000000000000000000,2068862103038.769287109375000000000000000000000000000000000,-51225724493515.406250000000000000000000000000000000000000000,868587856649398.750000000000000000000000000000000000000000000,-10762639211398660.000000000000000000000000000000000000000000000,101528523209414448.000000000000000000000000000000000000000000000,-749781076110216704.000000000000000000000000000000000000000000000,4421597726389267968.000000000000000000000000000000000000000000000,-21124566338077171712.000000000000000000000000000000000000000000000,82625003755646287872.000000000000000000000000000000000000000000000,-266542146268133588992.000000000000000000000000000000000000000000000,712613020462952218624.000000000000000000000000000000000000000000000,-1583014070289018388480.000000000000000000000000000000000000000000000,2922918639858529337344.000000000000000000000000000000000000000000000,-4477391595166530273280.000000000000000000000000000000000000000000000,5664919443244555698176.000000000000000000000000000000000000000000000,-5876273810722295644160.000000000000000000000000000000000000000000000,4941452571084259852288.000000000000000000000000000000000000000000000,-3313184313969163108352.000000000000000000000000000000000000000000000,1728312374190981251072.000000000000000000000000000000000000000000000,-675605803819590877184.000000000000000000000000000000000000000000000,186098341623070359552.000000000000000000000000000000000000000000000,-32197315581394153472.000000000000000000000000000000000000000000000,2630826019296820736.000000000000000000000000000000000000000000000
-6513340984.615382194519042968750000000000000000000000000,597924702387.692138671875000000000000000000000000000000000,-24866899665923.066406250000000000000000000000000000000000000,626209995841961.250000000000000000000000000000000000000000000,-10762639211398656.000000000000000000000000000000000000000000000,134841728382377920.000000000000000000000000000000000000000000000,-1283773355292718080.000000000000000000000000000000000000000000000,9554536966269423616.000000000000000000000000000000000000000000000,-56720826640582426624.000000000000000000000000000000000000000000000,272552590395216232448.000000000000000000000000000000000000000000000,-1071414613180104704000.000000000000000000000000000000000000000000000,3471650170978280931328.000000000000000000000000000000000000000000000,-9318195283318367322112.000000000000000000000000000000000000000000000,20772519440115545669632.000000000000000000000000000000000000000000000,-38476298157251524296704.000000000000000000000000000000000000000000000,59107392343963301052416.000000000000000000000000000000000000000000000,-74978504625395798638592.000000000000000000000000000000000000000000000,77960119016036327489536.000000000000000000000000000000000000000000000,-65700111869056548601856.000000000000000000000000000000000000000000000,44138961354733444399104.000000000000000000000000000000000000000000000,-23067293854996245774336.000000000000000000000000000000000000000000000,9032460146342682951680.000000000000000000000000000000000000000000000,-2491955442608472326144.000000000000000000000000000000000000000000000,431772400363165253632.000000000000000000000000000000000000000000000,-35328235116271579136.000000000000000000000000000000000000000000000
57751623396.923072814941406250000000000000000000000000000,-5414214693461.537109375000000000000000000000000000000000000,228932685292984.531250000000000000000000000000000000000000000,-5842687769080711.000000000000000000000000000000000000000000000,101528523209414400.000000000000000000000000000000000000000000000,-1283773355292718080.000000000000000000000000000000000000000000000,12318014898677301248.000000000000000000000000000000000000000000000,-92293485722532380672.000000000000000000000000000000000000000000000,551096877794677161984.000000000000000000000000000000000000000000000,-2661619093737649471488.000000000000000000000000000000000000000000000,10510039131731550797824.000000000000000000000000000000000000000000000,-34191463858907415314432.000000000000000000000000000000000000000000000,92101397458547489374208.000000000000000000000000000000000000000000000,-205978152898991012970496.000000000000000000000000000000000000000000000,382639502373408976404480.000000000000000000000000000000000000000000000,-589369831825600128483328.000000000000000000000000000000000000000000000,749432384891802368344064.000000000000000000000000000000000000000000000,-780962588047237439291392.000000000000000000000000000000000000000000000,659490983569145150308352.000000000000000000000000000000000000000000000,-443896501904970524655616.000000000000000000000000000000000000000000000,232387375961037823016960.000000000000000000000000000000000000000000000,-91143165746952296988672.000000000000000000000000000000000000000000000,25183262697634603728896.000000000000000000000000000000000000000000000,-4369549032436941717504.000000000000000000000000000000000000000000000,357992782511552004096.000000000000000000000000000000000000000000000
-406066102009.615295410156250000000000000000000000000000000,38684563984782.710937500000000000000000000000000000000000000,-1657250264957708.250000000000000000000000000000000000000000000,42756227091846136.000000000000000000000000000000000000000000000,-749781076110216448.000000000000000000000000000000000000000000000,9554536966269421568.000000000000000000000000000000000000000000000,-92293485722532397056.000000000000000000000000000000000000000000000,695558633242831618048.000000000000000000000000000000000000000000000,-4174595420713821667328.000000000000000000000000000000000000000000000,20253505201698527772672.000000000000000000000000000000000000000000000,-80299352923232584859648.000000000000000000000000000000000000000000000,262178711197833096069120.000000000000000000000000000000000000000000000,-708538053258115861708800.000000000000000000000000000000000000000000000,1589286682458654429413376.000000000000000000000000000000000000000000000,-2960327358908211228835840.000000000000000000000000000000000000000000000,4570947262624437001781248.000000000000000000000000000000000000000000000,-5825470908236766107402240.000000000000000000000000000000000000000000000,6083190479396681040265216.000000000000000000000000000000000000000000000,-5146877558349315218341888.000000000000000000000000000000000000000000000,3470477474527189625995264.000000000000000000000000000000000000000000000,-1819859297107445289058304.000000000000000000000000000000000000000000000,714855085046284997885952.000000000000000000000000000000000000000000000,-197801800325846597107712.000000000000000000000000000000000000000000000,34366806198372276371456.000000000000000000000000000000000000000000000,-2819193162278472515584.000000000000000000000000000000000000000000000
2301041244721.154785156250000000000000000000000000000000000,-222004459290697.062500000000000000000000000000000000000000000,9611831898620456.000000000000000000000000000000000000000000000,-250212453052037536.000000000000000000000000000000000000000000000,4421597726389266432.000000000000000000000000000000000000000000000,-56720826640582443008.000000000000000000000000000000000000000000000,551096877794677293056.000000000000000000000000000000000000000000000,-4174595420713821667328.000000000000000000000000000000000000000000000,25169147698378176462848.000000000000000000000000000000000000000000000,-122607517790684483420160.000000000000000000000000000000000000000000000,487879754259061767405568.000000000000000000000000000000000000000000000,-1598191460870033084776448.000000000000000000000000000000000000000000000,4332045744869244321923072.000000000000000000000000000000000000000000000,-9743518332821832577581056.000000000000000000000000000000000000000000000,18194357904699242911367168.000000000000000000000000000000000000000000000,-28157787245849435302789120.000000000000000000000000000000000000000000000,35961751435344349988126720.000000000000000000000000000000000000000000000,-37626135290428978802720768.000000000000000000000000000000000000000000000,31892520255070100957167616.000000000000000000000000000000000000000000000,-21541001680639713840463872.000000000000000000000000000000000000000000000,11313489435657439906103296.000000000000000000000000000000000000000000000,-4450554954284432541876224.000000000000000000000000000000000000000000000,1233171070563320147738624.000000000000000000000000000000000000000000000,-214532184147414883500032.000000000000000000000000000000000000000000000,17619957264240458334208.000000000000000000000000000000000000000000000
-10635923975599.996093750000000000000000000000000000000000000,1036712516967120.375000000000000000000000000000000000000000000,-45278947898230816.000000000000000000000000000000000000000000000,1187600085274297600.000000000000000000000000000000000000000000000,-21124566338077175808.000000000000000000000000000000000000000000000,272552590395216297984.000000000000000000000000000000000000000000000,-2661619093737649995776.000000000000000000000000000000000000000000000,20253505201698527772672.000000000000000000000000000000000000000000000,-122607517790684500197376.000000000000000000000000000000000000000000000,599450765121520876388352.000000000000000000000000000000000000000000000,-2393242118559122774294528.000000000000000000000000000000000000000000000,7863391075594034439258112.000000000000000000000000000000000000000000000,-21373119625843498622648320.000000000000000000000000000000000000000000000,48193129085663722403266560.000000000000000000000000000000000000000000000,-90201329957171667708936192.000000000000000000000000000000000000000000000,139895617434675746449653760.000000000000000000000000000000000000000000000,-179022186988444802894266368.000000000000000000000000000000000000000000000,187652558141814432237355008.000000000000000000000000000000000000000000000,-159329919807912760269864960.000000000000000000000000000000000000000000000,107787473599290178642378752.000000000000000000000000000000000000000000000,-56695417672283885269942272.000000000000000000000000000000000000000000000,22334376306158462367170560.000000000000000000000000000000000000000000000,-6196611369993424890494976.000000000000000000000000000000000000000000000,1079346569529873894735872.000000000000000000000000000000000000000000000,-88752377330988952322048.000000000000000000000000000000000000000000000
40457222777999.992187500000000000000000000000000000000000000,-3976944999077400.500000000000000000000000000000000000000000000,174973810585506592.000000000000000000000000000000000000000000000,-4618862282731544576.000000000000000000000000000000000000000000000,82625003755646304256.000000000000000000000000000000000000000000000,-1071414613180104966144.000000000000000000000000000000000000000000000,10510039131731552894976.000000000000000000000000000000000000000000000,-80299352923232568082432.000000000000000000000000000000000000000000000,487879754259061633187840.000000000000000000000000000000000000000000000,-2393242118559121700552704.000000000000000000000000000000000000000000000,9583627563873334324101120.000000000000000000000000000000000000000000000,-31575634997941552141041664.000000000000000000000000000000000000000000000,86042154071584437650325504.000000000000000000000000000000000000000000000,-194465796927674307577905152.000000000000000000000000000000000000000000000,364761587197312152507514880.000000000000000000000000000000000000000000000,-566852337334338352287055872.000000000000000000000000000000000000000000000,726743496269068482469953536.000000000000000000000000000000000000000000000,-763101378724730767828582400.000000000000000000000000000000000000000000000,648976435554201527138648064.000000000000000000000000000000000000000000000,-439702393903110867023560704.000000000000000000000000000000000000000000000,231609671599188041499934720.000000000000000000000000000000000000000000000,-91361590643982607690235904.000000000000000000000000000000000000000000000,25379981398261658288128000.000000000000000000000000000000000000000000000,-4426028071002491144110080.000000000000000000000000000000000000000000000,364351864832480969228288.000000000000000000000000000000000000000000000
-127440251750700.000000000000000000000000000000000000000000000,12616584923319308.000000000000000000000000000000000000000000000,-558570623423318208.000000000000000000000000000000000000000000000,14826704745280638976.000000000000000000000000000000000000000000000,-266542146268133621760.000000000000000000000000000000000000000000000,3471650170978281455616.000000000000000000000000000000000000000000000,-34191463858907427897344.000000000000000000000000000000000000000000000,262178711197833062514688.000000000000000000000000000000000000000000000,-1598191460870033084776448.000000000000000000000000000000000000000000000,7863391075594034439258112.000000000000000000000000000000000000000000000,-31575634997941565025943552.000000000000000000000000000000000000000000000,104298401027077021064232960.000000000000000000000000000000000000000000000,-284875793432658203258126336.000000000000000000000000000000000000000000000,645254188592825091131179008.000000000000000000000000000000000000000000000,-1212753792901361662609588224.000000000000000000000000000000000000000000000,1888204148732645221311971328.000000000000000000000000000000000000000000000,-2425052515404452513041088512.000000000000000000000000000000000000000000000,2550550871039569376814563328.000000000000000000000000000000000000000000000,-2172440060567430378035347456.000000000000000000000000000000000000000000000,1474022925880331277766230016.000000000000000000000000000000000000000000000,-777484278133232572727033856.000000000000000000000000000000000000000000000,307081918944567634148982784.000000000000000000000000000000000000000000000,-85409569436336215107305472.000000000000000000000000000000000000000000000,14911643877022767796715520.000000000000000000000000000000000000000000000,-1228859471389549553254400.000000000000000000000000000000000000000000000
