542.993586142088361157220788300037384033203125000,-14003.321267872133830678649246692657470703125000000,205018.678156243520788848400115966796875000000000000,-1893890.112926893867552280426025390625000000000000000,11458678.372204151004552841186523437500000000000000000,-44334051.729788146913051605224609375000000000000000000,90589535.215400636196136474609375000000000000000000000,52018895.019307069480419158935546875000000000000000000,-1022555644.550771951675415039062500000000000000000000000,3580662014.315762996673583984375000000000000000000000000,-7100328636.493659973144531250000000000000000000000000000,8674715236.399703979492187500000000000000000000000000000,-6283770112.625887870788574218750000000000000000000000000,2978176483.279859542846679687500000000000000000000000000,-2742687125.284750938415527343750000000000000000000000000,2541052929.251854896545410156250000000000000000000000000,1709991235.274199008941650390625000000000000000000000000,-3842148471.927342891693115234375000000000000000000000000,-2085271612.671308517456054687500000000000000000000000000,6881639446.579699516296386718750000000000000000000000000,-1162545842.228721857070922851562500000000000000000000000,-7231288585.965981483459472656250000000000000000000000000,7871662363.054620742797851562500000000000000000000000000,-3459969025.244508743286132812500000000000000000000000000,584634706.554666757583618164062500000000000000000000000
-14257.202636295731281279586255550384521484375000000,495276.362679075857158750295639038085937500000000000,-8124863.801348194479942321777343750000000000000000000,79104006.046668708324432373046875000000000000000000000,-486768750.876983463764190673828125000000000000000000000,1835148636.371584415435791015625000000000000000000000000,-3105652299.819081306457519531250000000000000000000000000,-7159194819.129779815673828125000000000000000000000000000,63348741479.485519409179687500000000000000000000000000000,-205174863902.591247558593750000000000000000000000000000000,397396772360.204284667968750000000000000000000000000000000,-483694229002.134460449218750000000000000000000000000000000,357448312636.979736328125000000000000000000000000000000000,-182842546090.537933349609375000000000000000000000000000000,167781545040.906585693359375000000000000000000000000000000,-141436067759.108184814453125000000000000000000000000000000,-108493100338.951477050781250000000000000000000000000000000,227474686997.204193115234375000000000000000000000000000000,111968272308.632766723632812500000000000000000000000000000,-391062278819.080139160156250000000000000000000000000000000,81572752690.660339355468750000000000000000000000000000000,385242666201.191040039062500000000000000000000000000000000,-427762812969.756469726562500000000000000000000000000000000,189123399739.088836669921875000000000000000000000000000000,-32046247600.912639617919921875000000000000000000000000000
217124.231641289166873320937156677246093750000000000,-8452198.131770102307200431823730468750000000000000000,146775142.152172118425369262695312500000000000000000000,-1463464062.039607286453247070312500000000000000000000000,8942758397.625534057617187500000000000000000000000000000,-31498472656.949085235595703125000000000000000000000000000,31888920624.644615173339843750000000000000000000000000000,280337606023.868896484375000000000000000000000000000000000,-1726855951088.817871093750000000000000000000000000000000000,5216981309763.633789062500000000000000000000000000000000000,-9854610726636.855468750000000000000000000000000000000000000,11917264281620.656250000000000000000000000000000000000000000,-8951352417124.539062500000000000000000000000000000000000000,4893000789801.333984375000000000000000000000000000000000000,-4499360878860.898437500000000000000000000000000000000000000,3483581018822.275878906250000000000000000000000000000000000,2996989882453.123046875000000000000000000000000000000000000,-5919997794197.110351562500000000000000000000000000000000000,-2665466105740.487304687500000000000000000000000000000000000,9804633161730.802734375000000000000000000000000000000000000,-2399202328433.539062500000000000000000000000000000000000000,-9053740630165.542968750000000000000000000000000000000000000,10253343177333.304687500000000000000000000000000000000000000,-4557705783344.025390625000000000000000000000000000000000000,774153206139.281616210937500000000000000000000000000000000
-2147985.555471813306212425231933593750000000000000000,88257553.607878297567367553710937500000000000000000000,-1572317200.321973800659179687500000000000000000000000000,15683421391.691984176635742187500000000000000000000000000,-92331528017.438980102539062500000000000000000000000000000,278495644336.280395507812500000000000000000000000000000000,150243135381.425628662109375000000000000000000000000000000,-5573986244376.910156250000000000000000000000000000000000000,27616259667806.121093750000000000000000000000000000000000000,-78431893925790.281250000000000000000000000000000000000000000,144349144864873.093750000000000000000000000000000000000000000,-172995893214991.625000000000000000000000000000000000000000000,131578194192083.046875000000000000000000000000000000000000000,-76203954984023.171875000000000000000000000000000000000000000,70544324860652.390625000000000000000000000000000000000000000,-50670760738742.820312500000000000000000000000000000000000000,-48083290889761.843750000000000000000000000000000000000000000,90252910486355.312500000000000000000000000000000000000000000,37585013008293.203125000000000000000000000000000000000000000,-144615333944451.625000000000000000000000000000000000000000000,40026452215676.554687500000000000000000000000000000000000000,125320669858827.906250000000000000000000000000000000000000000,-144665722388357.593750000000000000000000000000000000000000000,64613728935724.554687500000000000000000000000000000000000000,-10996467663434.730468750000000000000000000000000000000000000
14582878.803765218704938888549804687500000000000000000,-613317740.532099127769470214843750000000000000000000000,10948959506.598785400390625000000000000000000000000000000,-106350554389.104782104492187500000000000000000000000000000,571289211112.844238281250000000000000000000000000000000000,-1097451938798.522216796875000000000000000000000000000000000,-7088462582640.306640625000000000000000000000000000000000000,67960702210507.539062500000000000000000000000000000000000000,-290728937213519.187500000000000000000000000000000000000000000,781691995497356.750000000000000000000000000000000000000000000,-1400994122522608.250000000000000000000000000000000000000000000,1659960401417621.500000000000000000000000000000000000000000000,-1273523583942193.000000000000000000000000000000000000000000000,775638033183846.375000000000000000000000000000000000000000000,-725728141271463.750000000000000000000000000000000000000000000,488805004716888.250000000000000000000000000000000000000000000,502777089447495.500000000000000000000000000000000000000000000,-903644675274436.125000000000000000000000000000000000000000000,-353083384876297.562500000000000000000000000000000000000000000,1407762257193422.250000000000000000000000000000000000000000000,-428238086557669.000000000000000000000000000000000000000000000,-1148275807214807.000000000000000000000000000000000000000000000,1349253975584148.500000000000000000000000000000000000000000000,-605034924134236.875000000000000000000000000000000000000000000,103112842927187.281250000000000000000000000000000000000000000
-69533040.240040630102157592773437500000000000000000000,2923996244.401131629943847656250000000000000000000000000,-50930911764.380645751953125000000000000000000000000000000,459840817840.540649414062500000000000000000000000000000000,-1937128797869.283447265625000000000000000000000000000000000,-2542483229804.719238281250000000000000000000000000000000000,84602830439900.515625000000000000000000000000000000000000000,-555291937534302.437500000000000000000000000000000000000000000,2137100460601541.250000000000000000000000000000000000000000000,-5473675679770042.000000000000000000000000000000000000000000000,9551499913157792.000000000000000000000000000000000000000000000,-11162573303038334.000000000000000000000000000000000000000000000,8603801257292700.000000000000000000000000000000000000000000000,-5474265317296890.000000000000000000000000000000000000000000000,5196089354730153.000000000000000000000000000000000000000000000,-3319663029976554.000000000000000000000000000000000000000000000,-3631762342647882.500000000000000000000000000000000000000000000,6293225398661578.000000000000000000000000000000000000000000000,2351090687467506.000000000000000000000000000000000000000000000,-9588158891663288.000000000000000000000000000000000000000000000,3126340164442568.000000000000000000000000000000000000000000000,7402795927375991.000000000000000000000000000000000000000000000,-8831266313789209.000000000000000000000000000000000000000000000,3971479680566488.500000000000000000000000000000000000000000000,-677301100081706.250000000000000000000000000000000000000000000
231761087.263916462659835815429687500000000000000000000,-9467948440.293704986572265625000000000000000000000000000,153280579359.692016601562500000000000000000000000000000000,-1128992220775.243164062500000000000000000000000000000000000,856624651303.086669921875000000000000000000000000000000000,58442740495366.820312500000000000000000000000000000000000000,-588134711991847.750000000000000000000000000000000000000000000,3184298369161098.000000000000000000000000000000000000000000000,-11315878440010070.000000000000000000000000000000000000000000000,27755462952481680.000000000000000000000000000000000000000000000,-47153269939874040.000000000000000000000000000000000000000000000,54228064346809736.000000000000000000000000000000000000000000000,-41812740168659416.000000000000000000000000000000000000000000000,27628470228221524.000000000000000000000000000000000000000000000,-26705048635082780.000000000000000000000000000000000000000000000,16389026484730368.000000000000000000000000000000000000000000000,18657283898824204.000000000000000000000000000000000000000000000,-31365206711169732.000000000000000000000000000000000000000000000,-11496977742597710.000000000000000000000000000000000000000000000,47088776808931360.000000000000000000000000000000000000000000000,-16053760803759834.000000000000000000000000000000000000000000000,-34743745485312752.000000000000000000000000000000000000000000000,41891805822550392.000000000000000000000000000000000000000000000,-18862830116835284.000000000000000000000000000000000000000000000,3216089844208271.000000000000000000000000000000000000000000000
-514215080.459686100482940673828125000000000000000000000,19185688649.197700500488281250000000000000000000000000000,-246078610929.981323242187500000000000000000000000000000000,389200101621.537536621093750000000000000000000000000000000,25829864839441.226562500000000000000000000000000000000000000,-367370016670887.500000000000000000000000000000000000000000000,2718537866497720.000000000000000000000000000000000000000000000,-13082073168869564.000000000000000000000000000000000000000000000,43676094547277360.000000000000000000000000000000000000000000000,-103039691116117120.000000000000000000000000000000000000000000000,170415003650147360.000000000000000000000000000000000000000000000,-192384640855107104.000000000000000000000000000000000000000000000,147700959773143264.000000000000000000000000000000000000000000000,-100819617623502224.000000000000000000000000000000000000000000000,99664368552037808.000000000000000000000000000000000000000000000,-59616395367772584.000000000000000000000000000000000000000000000,-68658231565696992.000000000000000000000000000000000000000000000,112638417012687888.000000000000000000000000000000000000000000000,42080721416292968.000000000000000000000000000000000000000000000,-168468752500976288.000000000000000000000000000000000000000000000,58303693873530624.000000000000000000000000000000000000000000000,120717239878773632.000000000000000000000000000000000000000000000,-145984582582447008.000000000000000000000000000000000000000000000,65657210157452552.000000000000000000000000000000000000000000000,-11176885018421228.000000000000000000000000000000000000000000000
627884062.833651065826416015625000000000000000000000000,-15723708656.709854125976562500000000000000000000000000000,-82923814779.378173828125000000000000000000000000000000000,7921143191132.081054687500000000000000000000000000000000000,-139302757850834.250000000000000000000000000000000000000000000,1357099192437819.750000000000000000000000000000000000000000000,-8650170751458718.000000000000000000000000000000000000000000000,38409059687670272.000000000000000000000000000000000000000000000,-121893260232939008.000000000000000000000000000000000000000000000,277517840978317664.000000000000000000000000000000000000000000000,-446684410805029440.000000000000000000000000000000000000000000000,493654113825209088.000000000000000000000000000000000000000000000,-375428365142367232.000000000000000000000000000000000000000000000,263539923176109440.000000000000000000000000000000000000000000000,-267861693287030304.000000000000000000000000000000000000000000000,159054153697513248.000000000000000000000000000000000000000000000,177491081265536448.000000000000000000000000000000000000000000000,-285851081341272544.000000000000000000000000000000000000000000000,-115939140432790112.000000000000000000000000000000000000000000000,434204777305977792.000000000000000000000000000000000000000000000,-145678632354479904.000000000000000000000000000000000000000000000,-310885470552314816.000000000000000000000000000000000000000000000,371983246135094208.000000000000000000000000000000000000000000000,-166436225543950272.000000000000000000000000000000000000000000000,28228638332718872.000000000000000000000000000000000000000000000
56314614.737566195428371429443359375000000000000000000,-30305113833.396293640136718750000000000000000000000000000,1417011570824.547851562500000000000000000000000000000000000,-30242223323769.273437500000000000000000000000000000000000000,382212175680913.937500000000000000000000000000000000000000000,-3187951217415696.000000000000000000000000000000000000000000000,18553581876469624.000000000000000000000000000000000000000000000,-77576421752819744.000000000000000000000000000000000000000000000,235761322377648384.000000000000000000000000000000000000000000000,-519032022884427264.000000000000000000000000000000000000000000000,812325231081837568.000000000000000000000000000000000000000000000,-876140409273824512.000000000000000000000000000000000000000000000,656684243816926848.000000000000000000000000000000000000000000000,-472893053914796672.000000000000000000000000000000000000000000000,497559232331759936.000000000000000000000000000000000000000000000,-301336875166980288.000000000000000000000000000000000000000000000,-298209617466676416.000000000000000000000000000000000000000000000,474857043459133824.000000000000000000000000000000000000000000000,238134085054950048.000000000000000000000000000000000000000000000,-767100792990175872.000000000000000000000000000000000000000000000,223838578609647040.000000000000000000000000000000000000000000000,581569848426171904.000000000000000000000000000000000000000000000,-670355655936191488.000000000000000000000000000000000000000000000,296014510457239872.000000000000000000000000000000000000000000000,-49818239555327144.000000000000000000000000000000000000000000000
-1476625524.549877405166625976562500000000000000000000000,103212420361.334686279296875000000000000000000000000000000,-3061827783794.687011718750000000000000000000000000000000000,51989005276897.320312500000000000000000000000000000000000000,-571266026913606.625000000000000000000000000000000000000000000,4333968127895854.000000000000000000000000000000000000000000000,-23550564646558064.000000000000000000000000000000000000000000000,93453205720824432.000000000000000000000000000000000000000000000,-272411959484292864.000000000000000000000000000000000000000000000,579197095335447040.000000000000000000000000000000000000000000000,-879325935817037568.000000000000000000000000000000000000000000000,923529309779544832.000000000000000000000000000000000000000000000,-682986367183926912.000000000000000000000000000000000000000000000,508824207353439104.000000000000000000000000000000000000000000000,-557796306630797952.000000000000000000000000000000000000000000000,365177935930048960.000000000000000000000000000000000000000000000,228059784365240416.000000000000000000000000000000000000000000000,-365388041230596096.000000000000000000000000000000000000000000000,-351671029554989504.000000000000000000000000000000000000000000000,777074772477486464.000000000000000000000000000000000000000000000,-100747363028359440.000000000000000000000000000000000000000000000,-738214103398825344.000000000000000000000000000000000000000000000,765034512095312768.000000000000000000000000000000000000000000000,-325839665843928256.000000000000000000000000000000000000000000000,53768788674099912.000000000000000000000000000000000000000000000
1396905860.707263946533203125000000000000000000000000000,-71623676811.665847778320312500000000000000000000000000000,1619319103340.040283203125000000000000000000000000000000000,-21544680913629.781250000000000000000000000000000000000000000,189493008891333.968750000000000000000000000000000000000000000,-1170628292094453.250000000000000000000000000000000000000000000,5256663656276147.000000000000000000000000000000000000000000000,-17485107488130404.000000000000000000000000000000000000000000000,43469161138594824.000000000000000000000000000000000000000000000,-81115225890109920.000000000000000000000000000000000000000000000,114883944202217696.000000000000000000000000000000000000000000000,-129548338092183408.000000000000000000000000000000000000000000000,131673813801244672.000000000000000000000000000000000000000000000,-136584302121235360.000000000000000000000000000000000000000000000,141593923262689392.000000000000000000000000000000000000000000000,-163051272558991104.000000000000000000000000000000000000000000000,259637197970579392.000000000000000000000000000000000000000000000,-390988959220049280.000000000000000000000000000000000000000000000,334713839818922432.000000000000000000000000000000000000000000000,20138051655545748.000000000000000000000000000000000000000000000,-404667841359146816.000000000000000000000000000000000000000000000,483966347500024896.000000000000000000000000000000000000000000000,-292092504459746176.000000000000000000000000000000000000000000000,94145355044776864.000000000000000000000000000000000000000000000,-12943616683160838.000000000000000000000000000000000000000000000
